Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
55429,911.762 px,327.8248583352825,215.90977954060594,1.5183418696123896,0.7524816612810767,56253,265.6584173805252,0.728763196991809,0.9853518923435195,0.8378840663112739,0.8103669097259957,0.0059143202716138215,0.0015732994719223224,0.6566945283788601,0.9970867979829848,BARBUNYA
89280,1144.377 px,448.9538741153351,254.70855817055136,1.7626179400486348,0.8234850829651861,90253,337.1569761312308,0.7961476725521669,0.9892191949298085,0.8566941559418,0.7509835543698105,0.0050286052208258865,9.866179465656969E-4,0.563976298933914,0.9940747422631486,CALI
75956,1140.196 px,396.8617552142049,244.89999999815456,1.620505329592468,0.7868914345857801,77495,310.9826086132535,0.7631621252310907,0.9801406542357571,0.7341975376913583,0.7836043774119822,0.00522489013658177,0.001215190426356285,0.6140358202992203,0.9950483193555696,BARBUNYA
70332,1004.224 px,377.66397716239567,237.5478886357302,1.5898435441012386,0.7774111976279594,70976,299.24819742199526,0.7105103648927142,0.9909265103697025,0.8763985264409809,0.7923662713887017,0.005369731802911842,0.0013056785826776102,0.6278443080344339,0.9981742198292541,CALI
83039,1114.391 px,434.38831067484733,247.81119058187352,1.7529003014548337,0.8213093395851113,85152,325.1592510682468,0.7070277910224099,0.975185550544908,0.8402659838981965,0.7485451221352921,0.005231136100806216,0.0010130892819179172,0.5603197998725394,0.9821847461076864,CALI
67718,1046.454 px,353.6277890315666,244.30698750039474,1.4474730856029863,0.7229893908401205,69018,293.6345270746881,0.7664568996740312,0.9811643339418702,0.7770942622430815,0.830349130306829,0.0052220648724351955,0.0015313165134509044,0.6894796782013074,0.9980032772666003,BARBUNYA
68932,1019.1419999999998 px,400.26976975256804,222.4790881936319,1.7991343501201256,0.8313007568301435,70319,296.2548705045779,0.7726849827936016,0.9802756011888679,0.8339909614518772,0.7401380091424634,0.005806733734006964,0.0010748862444683299,0.5478042725773693,0.9855734839365133,CALI
70339,1030.51 px,395.26896267614615,230.150806756088,1.7174346170989052,0.8129999210034206,72125,299.2630888317612,0.7802267281923861,0.9752374350086656,0.8323416608562996,0.7571125413076134,0.005619485103230727,0.0011389851130655883,0.5732194002052727,0.9844668411052068,CALI
66832,1016.277 px,396.1902316751893,217.0426706942073,1.825402490708309,0.8365933548077689,67791,291.70729379592206,0.7641261347785324,0.985853579383694,0.8131489923161812,0.7362808834597264,0.005928151659013486,0.0010746651545750464,0.5421095393482352,0.9895681033630028,CALI
100725,1223.39 px,484.26933696710324,266.4382995241791,1.8175665354115356,0.8350420113299215,101676,358.1159772244869,0.7480393904286605,0.9906467602974153,0.845701863549052,0.7394975272795643,0.004807836554649821,8.869034871340338E-4,0.54685659285259,0.9939482428380388,CALI
65019,985.5049999999999 px,384.2500817026706,217.58455686173306,1.765980487056567,0.824228274518128,66378,287.7234122540874,0.7803809546671148,0.9795263490915664,0.8412643506324322,0.7487920652590134,0.005909812234926262,0.0011460363166315244,0.5606895569948587,0.9901668169493114,CALI
183754,1630.7589999999998 px,625.535742117447,376.0671769916466,1.663361708728283,0.7991044988926013,185287,483.6970739039726,0.8226219468519447,0.9917263488534004,0.8682945950598807,0.773252495959146,0.0034042020424994665,7.507241947631652E-4,0.5979194225070491,0.9945562723031536,BOMBAY
75710,1077.0369999999998 px,367.91453118383964,263.1446424076498,1.3981456275058255,0.6988860027236056,77071,310.47860784907414,0.7760989010989011,0.9823409583371178,0.8201661933489448,0.8438878639831002,0.004859523592442737,0.0015202409364975934,0.7121467269779594,0.9956848324668189,BARBUNYA
229655,834.877 px,304.3503036584591,216.79600524797974,1.4038556813366156,0.7018508493788833,52208,256.549355458155,0.7764509733237203,0.9901356114005516,0.9319585724534193,0.8429410201806594,0.005887650236172385,0.0018336249889355735,0.7105495635032111,0.997509041595235,BARBUNYA
78114,1072.2089999999998 px,411.0303642805303,243.34757896777901,1.6890669963679963,?,78908,315.3693609047057,0.8070044940337827,0.9899376489075886,0.8538465829969141,0.7672653611777073,0.0052619295424703675,0.0011248824977100173,0.5886961344631575,0.9943472116111358,CALI
67513,1021.125 px,389.4206597583253,224.0461152300074,1.7381272572324817,0.8179200711596394,69075,293.1897361499973,0.7799741213983687,0.9773868982989504,0.8136534168737023,0.7528869586219463,0.005768084069117434,0.0011432216542162797,0.5668387724630044,0.9852379208741486,CALI
70037,1019.075 px,382.3720768492948,236.24496178766006,1.6185406620140987,0.786303437038395,71309,298.61995578764754,0.7039248203427307,0.9821621394213914,0.8474715035825917,0.7809669530480473,0.005459572466686106,0.0012527633090127447,0.6099093817531511,0.9871631345113548,CALI
54358,923.3299999999999 px,326.41776563516976,214.26478164693228,1.5234317237120394,0.7544019537628903,55744,263.07937048106595,0.7140436376055801,0.975136337543054,0.801234129597503,0.8059591057157846,0.006004962758658703,0.001562939280908602,0.6495700800861873,0.9895756667774678,BARBUNYA
81718,1091.632 px,413.18232996411484,254.23525580372413,1.6251968227534177,0.7882851613628865,82978,322.5625352031262,0.7247780468119451,0.9848152522355323,0.8617376676097146,0.7806784361546655,0.005056197287796016,0.0011584905832434322,0.6094588206768944,0.9904905389631335,CALI
71896,1080.4460000000001 px,360.6329789824936,254.71279831669622,1.4158416120657664,0.7079189361186646,73431,302.55715213539287,0.7182417582417583,0.9790960221160001,0.7739420806735821,0.8389614088790256,0.005016036761189686,0.0015328808922039634,0.7038562455882795,0.9965489614162677,BARBUNYA
69993,1026.528 px,398.04166463721447,227.81858368372087,1.7471869862460967,0.8200104248089558,72098,298.5261386455937,0.6798407071050458,0.970803628394685,0.834685506930224,0.7499871625692204,0.0056868781826356135,0.0011098620635638845,0.5624807440186304,0.9827590359633731,CALI
156645,1504.799 px,569.8488459998331,352.32023455883,1.6174173098896494,0.7859660717554771,158624,446.5944563975683,0.7760657930590305,0.9875239560217873,0.8692994667326377,0.7837068716248644,0.0036378361645748865,8.465205738887329E-4,0.6141964606320318,0.9934119870992046,BOMBAY
73658,1040.73 px,405.86288113768495,234.0268900301871,1.7342574653935399,0.817015537979078,75124,306.24218910219184,0.680657204110298,0.9804855971460519,0.8545817994651618,0.7545459398596794,0.0055100991221277386,0.0011017471111987036,0.5693395753587269,0.9873814089098599,CALI
69575,1076.93 px,363.90280388536917,244.23106064152887,1.4899939546161534,0.7413273123994998,71278,297.6334008893305,0.7322836303164897,0.9761076348943573,0.7538555361042625,0.8178925738178324,0.005230367285452665,0.0014437666624542652,0.6689482623063586,0.9967288667874551,BARBUNYA
85681,1126.8 px,439.17399561213415,250.05414174135427,1.7563156225038563,0.822078792270383,86751,330.29144317171387,0.7827608258724649,0.9876658482322971,0.8480094930262869,0.7520742267796242,0.005125687090628426,0.0010115204709624458,0.5656156425861696,0.993399589406647,CALI
156910,1480.479 px,541.9193789200076,370.5670439836373,1.4624057581977974,0.7296650378829577,158236,446.97205389643136,0.7655416020217988,0.9916201117318436,0.8996135402798198,0.8247943721577239,0.0034536956148110867,9.859311262905505E-4,0.6802857563430541,0.9948538072960261,BOMBAY
79463,1068.7779999999998 px,412.61497529047995,246.97261332554908,1.670691214440801,0.8010819729996607,80593,318.08086069943005,,0.9859789311726825,0.8741778738819305,0.7708902481678032,0.005192542130179832,0.0011311755228845413,0.5942717747202172,0.9928446330152098,CALI
72943,1038.4170000000001 px,394.6873564026096,238.01921090640536,1.6582163889191692,0.7976976419762303,74613,304.7522142850105,0.7820879839600288,0.9776178413949311,0.8500606372246229,0.7721357407105315,0.0054109010652510815,0.0011863804414026778,0.5961936020826012,,CALI
65503,1028.839 px,333.48392553432234,253.41247455296306,1.3159728072685088,0.6500468632744597,67100,288.7923300553312,0.768093339587242,0.9761997019374069,0.7776357493421469,0.8659857580619985,0.0050911244604723805,0.0017661861536481312,0.7499313331662144,0.9868892417653585,BARBUNYA
95037,1190.6129999999998 px,461.3229293883324,264.9148116938478,1.741401042994403,0.818679815320763,96528,347.85753781252987,0.774863432531594,0.9845537046245649,0.8424833802661608,0.7540434599115934,0.004854140275769778,9.680049881899238E-4,0.5685815394354469,0.9901284858002504,CALI
70626,995.2839999999999 px,375.0609852753166,241.0058327062073,1.5562319843624957,0.7662205126525902,71282,299.8729999290793,0.7398491514770584,0.9907971156813782,0.8959430999663317,0.7995313074457879,0.005310522828353816,0.0013386250246805132,0.6392503115859711,0.9948217809037794,CALI
168972,1604.7369999999999 px,615.6769034251071,353.5306221679579,1.7415094048984723,0.8187048775074551,171065,463.83384131927016,0.8238517796196977,0.987764884692953,0.8245497726422581,0.7533721644240507,0.0036436622838405598,7.240293296675792E-4,0.567569618128979,0.9884278279062514,BOMBAY
69020,1017.811 px,386.19913213238783,228.85951235962565,1.6874943416182833,0.8055008778348074,69789,296.4439127012409,0.702450740921674,0.9889810715155684,0.8372410979765466,0.7675934201727332,0.005595466996992,0.0011982324436007306,0.5891996586924741,0.9942710901269739,CALI
73431,1036.849 px,387.1660048754994,243.13960297715778,1.5923609322989332,0.7782146891699389,74546,305.76993477032323,0.703281232042294,0.985042792369812,0.8583378822710985,0.7897644186726811,0.005272514399579189,0.00126528334479751,0.6237278370013981,0.9931998400283432,CALI
71973,1022.505 px,379.7684961216777,242.1072507207248,1.5685961283321814,0.7704398218685548,72745,302.71912683744296,0.8030460251046025,0.9893875867757235,0.8650646965707989,0.7971149000744177,0.005276541149065312,0.0013140527549723793,0.6353921639206487,0.9966736882985364,BARBUNYA
62596,950.3429999999998 px,363.77925443738434,221.28392460761555,1.643947950952352,0.7937135056910554,63740,282.3113574446523,0.7911726787835891,0.9820520866018199,0.8709549375918237,0.7760512838514414,0.005811541543187813,0.00130026776560395,0.6022555951674706,0.9900768516251526,CALI
59135,1064.665 px,343.15961604251083,219.86023240300344,1.5608080292278588,0.767796507590251,61028,274.3957369893232,0.6935843302838377,0.9689814511371829,0.6555842490229695,0.7996154680256167,0.0058029866583666325,0.0014633765166429536,0.639384896705826,0.9979570805454785,BARBUNYA
73503,1019.7049999999998 px,390.0110516530842,241.5851849392855,1.6143831491616536,0.7850506000578505,74243,305.91980363596707,0.7312276163947473,0.9900327303584177,0.8883126187002794,0.7843875252747542,0.005306056237882593,0.001239008608784068,0.6152637898066533,0.9932714945531985,CALI
76281,1082.67 px,426.21755765227346,231.78052977604636,1.838884215443369,0.839209644870891,78073,311.6472135475351,0.8176147142994952,0.9770471225647791,0.8177753881826476,0.7311928097570074,0.005587466835152573,9.851953863963222E-4,0.5346429250403472,0.9831464357551668,CALI
71674,1019.1049999999999 px,372.5711325267751,246.1656028448715,1.5134979388715075,0.7506314995473566,72554,302.0896739866294,0.6745724746120036,0.9878711029026656,0.867228699443632,0.8108241557467405,0.005198135063297362,0.0013859068345828311,0.6574358115424147,0.9950277457097615,BARBUNYA
98240,1198.223 px,472.2456559912784,267.69399429751167,1.7641249562977892,0.8238187727874329,99642,353.67082559179573,0.7845517417623664,0.9859296280684852,0.859850433408609,0.7489128192178172,0.004807060830530114,9.327911965920013E-4,0.5608704107887788,0.9894454889214774,CALI
76759,1151.651 px,400.54336912119584,245.138797593377,1.6339452304306215,0.7908456760387624,78379,312.62212687896283,0.7231182289213377,0.9793311984077367,0.7272728818692814,0.7804950748900553,0.00521819420681869,0.0011944849127818538,0.6091725619276332,0.9953546020708588,BARBUNYA
73178,1033.9969999999998 px,398.30014736956196,235.98289807660558,1.6878347991144018,0.8055888033232567,73969,305.2427286679074,0.7351617440225036,0.9893063310305669,,0.7663635845574733,0.00544289468651182,0.0011581081942238654,0.5873131437357797,0.9912875619745274,CALI
176352,1626.129 px,588.8901818594436,386.33773407944966,1.5242885431903976,0.754722845782877,180410,473.85476698365653,0.7640901213171577,0.9775067900892411,0.8380699395860212,0.8046572715602792,0.0033392883656518987,8.63530036182244E-4,0.6474733246748329,0.9869361708232445,BOMBAY
66873,1002.7230000000001 px,381.945117659888,225.98357187591816,1.6901455025660201,0.8061839026610127,69064,291.79675816409366,0.7750785243222569,0.9682758021545234,0.83579297636633,0.7639756202458672,0.005711499673409119,0.0012001842353630437,0.5836587483300573,0.9864682085233589,CALI
82805,1130.202 px,394.80447760192067,268.0019703982619,1.4731402049590345,0.7343028490195375,84138,324.70078611206833,0.7246560716911121,0.9841569801991965,0.814618525987026,0.8224344062264219,0.0047678821037608924,0.0013455825704934306,0.6763983525450072,0.9964296077021054,BARBUNYA
66234,1006.478 px,398.0848250398197,213.51249850679187,1.8644567780520658,0.8439961367789715,67144,290.3992906430537,0.7638212975990036,0.9864470391993327,0.821641326491147,0.7294909837721284,0.006010279086871089,0.001049914940435283,0.5321570954048277,0.9921839035160309,CALI
71051,1069.4219999999998 px,376.0805923504694,241.68692878007474,1.5560650890337864,0.766162709217892,72335,300.77390660258084,0.8022922312556459,0.9822492569295639,0.7806957777310304,0.7997591811977623,0.005293107659997317,0.001335756905590025,0.6396147479101155,0.9952821796540768,BARBUNYA
90176,1181.556 px,418.3022937658871,275.5283718107318,1.5181822874242175,0.7524210622401043,91791,338.84457969109974,0.7844938580923548,0.9824056824743167,0.8116937675338007,0.8100471471015701,0.00463873196599857,0.0012320270096807856,0.6561763805273927,0.9961953583428208,BARBUNYA
73404,1071.4309999999998 px,418.41025053430656,226.88866636143177,1.8441214241516255,0.8402083922565133,74942,305.7137150043156,0.7717962737098877,0.979477462571055,0.8035282961830557,0.730655414426204,0.005700101500385627,0.0010021039627960493,0.5338573346303278,0.984497748232271,CALI
68043,1001.9369999999998 px,383.8083045061299,227.35617269893407,1.6881367237579705,0.805666724913593,69027,294.3383059379371,0.6879006005216652,0.98574470859229,0.851750677844732,0.7668888413362513,0.0056406728760655745,0.0012034840840684216,0.5881184949660583,0.99282442927347,CALI
58481,926.502 px,348.7394788140976,214.49894314239774,1.6258330866580664,0.7884730624541866,59402,272.8741867888149,0.6974478234943351,0.984495471532945,0.8561146561929428,0.7824585496220111,0.005963295409006303,0.0013788322977282162,0.6122413818765814,0.9954022956762022,BARBUNYA
80856,1106.2649999999999 px,432.72538307122727,239.6112183744433,1.8059479268412306,0.8326990538134005,81929,320.85675406496637,0.7365410191477345,0.98690329431581,0.8302402266406103,0.7414789300958405,0.005351802996329614,9.978726959659105E-4,0.5497910037760725,0.9928939234653573,CALI
71282,1025.671 px,399.78185589805946,230.89301931785576,1.7314592579678867,0.8163570679686085,71685,301.26244576417395,0.8312963567663386,0.9943781823254516,0.8514783065106821,0.7535670799452013,0.005608454531271001,0.0011156054754373414,0.5678633439771377,0.9832322441898175,CALI
144404,1444.937 px,526.1935719958257,350.853832101866,1.4997515314099576,0.7452571893761556,145991,428.7900222928892,0.7635252315891883,0.989129466884945,0.8691430531827858,0.8148902706403468,0.003643898867038487,9.91157355160974E-4,0.6640461531842978,0.995904235165042,BOMBAY
186003,1660.0269999999998 px,633.3096036718185,374.2694278532832,1.692122189365895,0.8066906991609512,187431,486.64810185530825,0.7784702051612579,0.9923811962802311,0.8482024241178009,0.7684205308648527,0.0034048354256211917,7.322708182808214E-4,0.590470112254622,0.9991475791034169,BOMBAY
85702,1107.351 px,427.95641504014657,257.05714523032674,1.6648298753053206,0.7995030909679585,86542,330.3319171120056,0.7945301997867705,0.9902937302119202,0.8782743850352603,0.771882148515094,0.004993540582951933,0.0010934333972166094,0.5958020511962774,0.9919090545997528,CALI
71161,1037.077 px,407.762973871217,223.7249901388218,1.8226080761840655,0.8360427479796726,72221,301.00664318732055,0.781868723493089,0.9853228285401753,0.8314380602039656,0.7381902293129412,0.005730146763974888,0.0010495875693544532,0.5449248146530928,0.9931843680998318,CALI
63164,965.8989999999999 px,351.86993659436706,229.20601129111742,1.53516888415048,0.7587395384070176,63999,283.5893203272151,0.7145572197837006,0.9869529211393928,0.8507776178310197,0.8059492750985847,0.0055707354916466195,0.0014498502127614967,0.6495542340319342,0.9971754486540242,BARBUNYA
186401,1757.418 px,672.2481021352415,359.75909370851036,1.8686062809573367,0.8447518487582546,191438,487.16847637976235,0.7730471747019181,0.9736886093670013,0.7584168292427739,0.7246855362363742,0.003606461886659629,6.135634538219092E-4,0.5251691264302012,0.9813343282123516,BOMBAY
77606,1067.024 px,407.859894779203,244.52452005911704,1.6679713538773022,0.8003517750004326,78338,314.3422149643872,0.8063798836242726,0.9906558758201639,0.8565580237743492,0.7707112638141536,0.005255520124464641,0.0011438321279727262,0.5939958521700098,,CALI
81209,1103.917 px,440.0177370373944,237.98179053141206,1.8489554854379284,0.8411216967230428,82641,321.5563872610803,0.8197629815069046,0.9826720393025253,0.8374158639478205,0.730780512226836,0.005418337093639799,9.53221025479515E-4,0.5340401570505168,0.9874164778226856,CALI
80021,1134.7400000000002 px,370.5198200050887,275.6128444831408,1.3443488843922633,0.6683415642916698,81760,319.1957105119874,0.7601067669744291,0.9787304305283757,0.7809461891987328,0.8614807988074796,0.004630282300959607,0.0015731482124116758,0.7421491667139732,0.9977074043245776,BARBUNYA
68897,1027.553 px,400.6362933538067,220.582391872834,1.816265976410184,0.8347823037329681,69754,296.1796497290428,0.7002296934710139,0.9877139662241592,0.8199770790943635,0.7392731378619336,0.0058150034595672775,0.0010713945780419045,0.5465247723642295,0.9926343493104712,CALI
173392,1608.021 px,620.2462774273386,358.0876098671542,1.7321076192986453,0.8165099708122611,175368,469.86120412385543,0.8390409135999612,0.9887322658637836,0.8426660319748486,0.7575397406216587,0.003577133186233151,7.266688717680116E-4,0.5738664586211301,0.9939984654375901,BOMBAY
97743,1183.5069999999998 px,464.4234944290969,269.7537726371508,1.7216570870865957,0.8140207747255194,98773,352.7750739792269,0.7349816147442984,0.9895720490417422,0.876907665896304,0.7595978201164945,0.004751475752013923,9.75760242993094E-4,0.5769888483257303,0.9933769398899264,CALI
80058,1124.684 px,404.42123337689674,253.24584731702836,1.5969510957888204,0.7796678851382265,81137,319.2694966206569,0.7290592842181951,0.9867015048621467,0.7953413585625267,0.7894479079517484,0.00505160300503256,0.00121032746474619,0.6232279993693922,0.9952646365192251,BARBUNYA
84221,1205.045 px,397.2842289589436,271.9564097552453,1.4608378942658145,0.7289765679808508,86303,327.46527708619755,0.7050142307048385,0.9758756937765779,0.7288257825312622,0.8242594425263196,0.004717163521674447,0.001343124954900427,0.6794036285937992,0.9924985661515192,BARBUNYA
190600,1660.6229999999998 px,619.8668960722523,394.90290503857614,1.5696691216077545,0.7708002161226885,192978,492.6250675985968,0.7803160566609351,0.9876773518224875,0.8685416769950706,0.794727175656717,0.003252187282645605,8.002534695762162E-4,0.6315912837273021,0.9913893355433485,BOMBAY
66664,999.6479999999999 px,384.57883959787455,222.96142019568907,1.7248671956804764,0.8147910137676238,67764,291.3404211746542,0.7803530458397715,0.9837671920193614,0.8383146002436794,0.7575570758892693,0.005768913350502138,0.0011720205180379216,0.5738927232299001,0.9898887321389896,CALI
65909,1076.99 px,386.9199994465029,217.43428126793856,1.7794802051922602,0.827163146941985,67278,289.68594227878896,0.6664138886361108,0.9796515948749963,0.7140543097726031,0.7486972570381234,0.005870518433696505,0.0011378399735770459,0.5605475826964098,0.9974833274766328,BARBUNYA
73048,1044.3329999999999 px,398.6941511660785,235.52946819173468,1.6927569795280066,0.8068530071722564,74193,304.97147778737303,0.7170144682855965,0.9845672772363969,0.8416667887116878,0.7649258884169968,0.005457974909184077,0.0011526268601614487,0.585111614770532,0.9904517697057201,CALI
69843,1006.2810000000001 px,386.31560688152206,232.03279082532586,1.6649181587973925,0.7995270190964134,70899,298.2060856571139,0.7821164613661814,0.9851055727161173,0.866750706297863,0.7719234748612416,0.00553120007561992,0.0012114238635537618,0.5958658510418542,0.992067875606845,CALI
83787,1117.773 px,442.89869410089403,242.99518799466554,1.822664464082379,0.8360538871926001,85035,326.62045516887804,0.7150281618023554,0.9853236902451932,0.842712187582342,0.7374608675059057,0.0052860073054399135,9.644138562238555E-4,0.5438485311025629,0.991253391484042,CALI
97746,1326.664 px,447.6472123032332,279.0098748211308,1.6044135089849898,0.781998177465884,99567,352.7804877536217,0.6959190066640086,0.9817108077977643,0.697889990166301,0.7880770349009805,0.004579698527850073,0.0010896608339448653,0.6210654129383212,0.9964457384815834,BARBUNYA
139523,1410.901 px,501.72152896971613,354.9685707483852,1.4134252165253098,0.7067121683129147,140892,421.48096161046715,0.7322197031719042,0.9902833375919143,0.8807701492914963,0.8400695152069261,0.0035959772150091105,0.001104733680018442,0.7057167903799999,0.9974779072483981,BOMBAY
70249,1056.843 px,378.12648303934196,237.30592184936017,1.5934135991742064,0.7785493024312593,71505,299.0715713305102,0.7062330350859556,0.9824347947695965,0.7903674751023281,0.7909299791080581,0.005382660009955188,0.0012993581069048203,0.6255702318518731,0.996792114671336,BARBUNYA
79763,1088.402 px,427.4433040258911,242.78852630160466,1.7605580895321988,0.8230273755635347,82134,318.6807270713289,0.6831597519613553,0.9711325395086079,0.8461214047846907,0.7455508697172754,0.005358917092209309,0.0010213296159713205,0.5558460993361857,0.9785993467212397,CALI
63975,1027.0839999999998 px,339.1857144688748,241.04750708932698,1.4071322228741403,0.703530294387827,65434,285.4040992600352,0.794779735135538,0.9777027233548308,0.762093453503415,0.8414390320268785,0.0053018478228819815,0.001639447962610403,0.7080196446183304,0.99627725637035,BARBUNYA
58634,930.4269999999999 px,351.837467142445,214.94190604348015,1.6368956320284633,0.7916981239304124,59677,273.2309050345541,0.7488378033205619,0.9825225798883992,0.8511278028598305,0.7765827421783188,0.006000570780476259,0.0013462424043610447,0.6030807554491973,0.9871802543552171,CALI
77315,1086.568 px,429.5829242837359,233.3919003149954,1.8406076804891385,0.8395393861556809,79121,313.7523153718536,0.7249006150615062,0.9771742015394144,0.8229241411136767,0.7303649601412529,0.005556268826019995,9.752652053404133E-4,0.5334329750021339,0.9818408308150983,CALI
66985,998.738 px,371.8173979987043,230.62595843164945,1.6122096598631577,0.7843909702896464,68002,292.0410089423827,0.7100682666214383,0.9850445575130143,0.8438869622841471,0.7854420221169973,0.005550756109557428,0.0013031320905768674,0.616919170107238,0.9946030454016513,CALI
62298,992.5829999999999 px,327.68509355957707,242.65803304817652,1.3503987048906787,0.6720320769107003,63353,281.63855765486227,0.8011574074074074,0.983347276372074,0.7946031875957889,0.859479308611446,0.005259961693145479,0.001770533087665108,0.738704681931209,0.9975458457765853,BARBUNYA
71720,1034.701 px,409.3662269034572,228.20148373859027,1.793880654046908,0.8302100537962012,73283,302.1865982276611,0.7577870757787076,0.9786717246837602,0.8418222635353521,0.7381815557025109,0.0057078391927420135,0.0010454523678222944,0.5449120091793793,0.9775071114247195,CALI
66026,1010.329 px,348.7042819375206,242.29203232807572,1.4391900492433745,0.7191689327199287,67246,289.9429498723565,0.7714128821955579,0.9818576569610088,0.8128290444817846,0.8314866346387663,0.005281317692083734,0.001557195523189342,0.6913700235829013,0.9950128582856684,BARBUNYA
69714,1023.3009999999999 px,370.48659254222383,240.05614728145213,1.5433330774397935,0.7616843423334565,70851,297.9305651014463,0.7305632695834425,0.9839522377948088,0.8366100339968915,0.8041601804186519,0.005314378640477147,0.0013708897019755195,0.646673595770959,0.9980327506602508,BARBUNYA
159694,1511.595 px,569.3735149912986,358.7925062499722,1.5869158498940716,0.7764708782021773,160650,450.91985524806626,0.8133129615482557,0.9940491752256458,0.8782690322571901,0.7919579035125253,0.00356540330251167,8.6516076175132E-4,0.6271973209359545,0.9953093696043649,BOMBAY
72575,1045.6029999999998 px,412.2459646848763,226.37217483665142,1.8210982201427808,0.8357440414650007,73615,303.98249942908626,0.7845861125825667,0.9858724444746315,0.8341867114145984,0.737381382644831,0.005680275090387548,0.0010358999328335932,0.5437313034712027,0.9901881089873215,CALI
74216,1170.7259999999999 px,401.5684114521298,237.98035031437612,1.6874015477397653,unknown,76494,307.3999773130519,0.6576400949916705,0.9702198865270478,0.6804510376397731,0.765498402131405,0.0054108064494466125,0.001146090508235197,0.5859878036657342,0.9887967268621854,BARBUNYA
61974,991.559 px,362.9654923284659,218.77509766429904,1.6590804721541976,0.797934992228303,63233,280.90522876126204,0.7949053409265815,0.9800895102240919,0.7921041163471767,0.7739171758704175,0.005856738185827378,0.001296025402388609,0.5989477951072428,0.9937025907022401,BARBUNYA
73591,1051.278 px,412.85326721435354,228.22030788635996,1.8090119632120105,0.8333219613690815,74305,306.10287704725243,0.7313754720731465,0.990390956194065,0.8367571196929329,0.7414326138500044,0.005610105409823939,0.0010457732455679532,0.5497223208804498,0.9944542549174052,CALI
86371,1139.925 px,435.2204194491948,254.90795877468503,1.7073630087552083,0.8105289846622189,87429,331.6187158746031,0.7804796501120509,0.9878987521303,0.8352668684741067,0.7619557839089726,0.005038964692422165,0.0010477077545939244,0.5805766166323371,0.9912550389863058,CALI
